1.000000,2.000000,0.000000
1.262533,1.818733,0.100000
1.459351,1.670324,0.200000
1.602366,1.548817,0.300000
1.701331,1.449335,0.400000
1.764230,1.367885,0.500000
1.797600,1.301200,0.600000
1.806795,1.246602,0.700000
1.796197,1.201902,0.800000
1.769393,1.165304,0.900000
1.729321,1.135340,1.000000
1.678386,1.110807,1.100000
1.618557,1.090721,1.200000
1.551447,1.074277,1.300000
1.478375,1.060813,1.400000
1.400421,1.049789,1.500000
1.318471,1.040764,1.600000
1.233250,1.033375,1.700000
1.145349,1.027325,1.800000
1.055256,1.022372,1.900000
0.963366,1.018317,2.000000
