1,31.6283053848,12.5427684648
2,22.5366862979,3.4511493779
3,20.6501063890,1.5645694690
4,19.9718950387,0.8863581187
5,19.6546968179,0.5691598979
6,19.4815053454,0.3959684254
7,19.3767721193,0.2912351993
8,19.3086731081,0.2231361881
9,19.2619284656,0.1763915456
10,19.2284641969,0.1429272769
11,19.2036893136,0.1181523936
12,19.1848373695,0.0993004495
13,19.1701609700,0.0846240500
14,19.1585124841,0.0729755641
15,19.1491130076,0.0635760876
16,19.1414188470,0.0558819270
17,19.1350411748,0.0495042548
18,19.1296959669,0.0441590469
19,19.1251718498,0.0396349298
20,19.1213088926,0.0357719726
21,19.1179842844,0.0324473644
22,19.1151024572,0.0295655372
23,19.1125881434,0.0270512234
24,19.1103814135,0.0248444935
25,19.1084340727,0.0228971527
26,19.1067070082,0.0211700882
27,19.1051682102,0.0196312902
28,19.1037912788,0.0182543588
29,19.1025542838,0.0170173638
30,19.1014388872,0.0159019672
31,19.1004296588,0.0148927388
32,19.0995135407,0.0139766207
33,19.0986794222,0.0131425022
34,19.0979178018,0.0123808818
35,19.0972205152,0.0116835952
36,19.0965805160,0.0110435960
37,19.0959916964,0.0104547764
38,19.0954487417,0.0099118217
39,19.0949470095,0.0094100895
40,19.0944824300,0.0089455100
41,19.0940514238,0.0085145038
42,19.0936508323,0.0081139123
43,19.0932778597,0.0077409397
44,19.0929300243,0.0073931043
45,19.0926051170,0.0070681970
46,19.0923011661,0.0067642461
47,19.0920164075,0.0064794875
48,19.0917492586,0.0062123386
49,19.0914982970,0.0059613770
50,19.0912622408,0.0057253208
51,19.0910399325,0.0055030125
52,19.0908303251,0.0052934051
53,19.0906324691,0.0050955491
54,19.0904455022,0.0049085822
55,19.0902686399,0.0047317199
56,19.0901011668,0.0045642468
57,19.0899424301,0.0044055101
58,19.0897918324,0.0042549124
59,19.0896488266,0.0041119066
60,19.0895129111,0.0039759911
61,19.0893836245,0.0038467045
62,19.0892605429,0.0037236229
63,19.0891432754,0.0036063554
64,19.0890314614,0.0034945414
65,19.0889247680,0.0033878480
66,19.0888228873,0.0032859673
67,19.0887255341,0.0031886141
68,19.0886324440,0.0030955240
69,19.0885433718,0.0030064518
70,19.0884580894,0.0029211694
71,19.0883763850,0.0028394650
72,19.0882980610,0.0027611410
73,19.0882229337,0.0026860137
74,19.0881508313,0.0026139113
75,19.0880815936,0.0025446736
76,19.0880150709,0.0024781509
77,19.0879511230,0.0024142030
78,19.0878896187,0.0023526987
79,19.0878304352,0.0022935152
80,19.0877734571,0.0022365371
81,19.0877185762,0.0021816562
82,19.0876656908,0.0021287708
83,19.0876147053,0.0020777853
84,19.0875655298,0.0020286098
85,19.0875180797,0.0019811597
86,19.0874722751,0.0019353551
87,19.0874280408,0.0018911208
88,19.0873853059,0.0018483859
89,19.0873440033,0.0018070833
90,19.0873040698,0.0017671498
91,19.0872654455,0.0017285255
92,19.0872280738,0.0016911538
93,19.0871919012,0.0016549812
94,19.0871568768,0.0016199568
95,19.0871229525,0.0015860325
96,19.0870900829,0.0015531629
97,19.0870582245,0.0015213045
98,19.0870273365,0.0014904165
99,19.0869973796,0.0014604596
100,19.0869683170,0.0014313970
101,19.0869401133,0.0014031933
102,19.0869127350,0.0013758150
103,19.0868861503,0.0013492303
104,19.0868603287,0.0013234087
105,19.0868352414,0.0012983214
106,19.0868108607,0.0012739407
107,19.0867871603,0.0012502403
108,19.0867641153,0.0012271953
109,19.0867417016,0.0012047816
110,19.0867198963,0.0011829763
111,19.0866986778,0.0011617578
112,19.0866780250,0.0011411050
113,19.0866579181,0.0011209981
114,19.0866383380,0.0011014180
115,19.0866192665,0.0010823465
116,19.0866006861,0.0010637661
117,19.0865825800,0.0010456600
